term_str,n,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_sentiment
tiff,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,tiff,1,0,0,0,0,1,0,0,0,0,-1
tirade,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,tirad,1,0,1,0,0,1,0,0,0,0,-1
title,38,5,0.000287992239367,11.761682444192845,NN,NN,0,titl,0,0,0,0,0,0,1,0,0,1,1
toast,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,toast,0,0,0,0,1,0,1,0,0,0,1
toilet,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,toilet,0,0,1,0,0,1,0,0,0,0,-1
tolerate,2,8,1.5157486282474914e-05,16.009609957636428,VB,VB,0,toler,1,0,0,0,0,1,0,1,0,0,-1
toothache,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,toothach,0,0,0,1,0,1,0,0,0,0,-1
top,75,3,0.0005684057355928,10.780791267140549,JJ,JJ,0,top,0,1,0,0,0,0,1,0,0,1,1
tough,4,5,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,tough,0,0,0,0,0,1,0,1,0,0,-1
tragedy,3,7,2.2736229423712372e-05,15.424647456915272,NN,NN,0,tragedi,0,0,0,1,0,1,0,1,0,0,-1
tramp,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,tramp,0,0,1,1,0,1,0,1,0,0,-1
tranquility,3,11,2.2736229423712372e-05,15.424647456915272,NN,NN,0,tranquil,0,0,0,0,1,0,1,0,0,1,1
trash,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,trash,0,0,1,0,0,1,0,1,0,0,-1
traumatic,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,traumat,1,0,0,1,0,1,0,1,0,0,-1
treason,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,treason,1,0,1,1,0,1,0,0,1,0,-1
treat,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,treat,1,1,1,1,1,1,1,1,1,1,0
tree,7,4,5.30512019886622e-05,14.202255035578824,NN,NN,0,tree,1,1,1,0,1,0,1,0,1,1,1
trick,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,trick,0,0,0,0,0,1,0,0,1,0,-1
triumph,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,triumph,0,1,0,0,1,0,1,0,0,0,1
trophy,3,6,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,trophi,0,1,0,0,1,0,1,0,1,1,1
true,15,4,0.0001136811471185,13.10271936202791,JJ,JJ,0,true,0,0,0,0,1,0,1,0,0,1,1
truth,9,5,6.820868827113711e-05,13.839684956194116,NN,NN,0,truth,0,0,0,0,0,0,1,0,0,1,1
tumultuous,2,10,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,tumultu,1,0,0,1,0,1,0,0,0,0,-1
turbulence,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,turbul,1,0,0,1,0,1,0,0,0,0,-1
turmoil,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,turmoil,1,0,0,1,0,1,0,1,0,0,-1
ugly,2,4,1.5157486282474914e-05,16.009609957636428,RB,RB,0,ugli,0,0,1,0,0,1,0,0,0,0,-1
ulcer,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,ulcer,1,0,1,1,0,1,0,1,0,0,-1
ultimate,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,ultim,0,1,0,0,0,0,0,1,0,0,0
umpire,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,umpir,0,0,0,0,0,0,1,0,0,1,1
unable,8,6,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,unabl,0,0,0,0,0,1,0,1,0,0,-1
uncanny,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,uncanni,0,0,0,1,0,1,0,0,1,0,-1
uncertain,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,uncertain,1,0,1,1,0,1,0,0,1,0,-1
undecided,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,undecid,0,1,0,1,0,1,0,0,0,0,-1
understanding,5,13,3.7893715706187286e-05,14.687681862749066,NN,NN,0,understand,0,0,0,0,0,0,1,0,0,1,1
uneasiness,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,uneasi,0,1,0,0,0,1,0,1,0,0,-1
uneducated,1,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,uneduc,0,0,0,0,0,1,0,1,0,0,-1
unemployed,2,10,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,unemploy,0,0,0,1,0,1,0,1,0,0,-1
unequal,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unequ,1,0,1,1,0,1,0,1,0,0,-1
unexpected,2,10,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,unexpect,0,1,0,1,1,1,1,0,1,0,0
unfair,1,6,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unfair,1,0,1,0,0,1,0,1,0,0,-1
unfaithful,1,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unfaith,0,0,1,0,0,1,0,0,0,0,-1
unfortunate,2,11,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,unfortun,0,0,0,0,0,1,0,1,0,0,-1
unfulfilled,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unfulfil,1,1,0,0,0,1,0,1,1,0,-1
unhappiness,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unhappi,0,0,0,0,0,1,0,1,0,0,-1
unhappy,3,7,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,unhappi,1,0,1,0,0,1,0,1,0,0,-1
unique,8,6,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,uniqu,0,0,0,0,0,0,1,0,1,0,1
united,44,6,0.0003334646982144,11.550178338999132,NNP,NN,0,unit,0,0,0,0,0,0,1,0,0,1,1
university,142,10,0.0010761815260557,9.859862838131749,NNP,NN,0,univers,0,1,0,0,0,0,1,0,0,0,1
unknown,6,7,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,unknown,0,1,0,1,0,1,0,0,0,0,-1
unlawful,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unlaw,1,0,1,1,0,1,0,1,0,0,-1
unnatural,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unnatur,0,0,1,1,0,1,0,0,0,0,-1
unpopular,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unpopular,0,0,1,0,0,1,0,1,0,0,-1
unpredictable,1,13,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unpredict,0,0,0,0,0,1,0,0,1,0,-1
unrest,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,unrest,0,0,0,1,0,0,0,1,0,0,0
unsatisfactory,1,14,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unsatisfactori,0,0,1,0,0,1,0,0,0,0,-1
unsuccessful,4,12,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,unsuccess,0,0,0,0,0,1,0,1,0,0,-1
unwelcome,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,unwelcom,0,0,0,0,0,1,0,1,0,0,-1
uphill,1,6,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,uphil,0,1,0,1,0,1,1,0,0,0,0
uplift,1,6,7.578743141237457e-06,17.009609957636428,VBP,VB,0,uplift,0,1,0,0,1,0,1,0,0,1,1
upright,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,upright,0,0,0,0,0,0,1,0,0,1,1
uprising,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,upris,1,1,0,1,0,1,0,0,0,0,-1
upset,8,5,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,upset,1,0,0,0,0,1,0,1,0,0,-1
usher,2,5,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,usher,0,0,0,0,0,0,1,0,0,1,1
usual,6,5,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,usual,0,0,0,0,0,0,1,0,0,1,1
vacation,8,8,6.0629945129899655e-05,14.009609957636428,NN,NN,0,vacat,0,1,0,0,1,0,1,0,0,0,1
vanished,1,8,7.578743141237457e-06,17.009609957636428,VBD,VB,0,vanish,0,0,0,1,0,1,0,1,1,0,-1
venerable,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,vener,0,1,0,0,1,0,1,0,0,1,1
vengeance,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,vengeanc,1,0,0,0,0,1,0,0,0,0,-1
verge,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,verg,0,1,0,1,0,1,0,0,0,0,-1
verified,1,8,7.578743141237457e-06,17.009609957636428,VBN,VB,0,verifi,0,0,0,0,0,0,1,0,0,1,1
vermin,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,vermin,1,0,1,1,0,1,0,0,0,0,-1
versus,1,6,7.578743141237457e-06,17.009609957636428,IN,IN,0,versu,1,0,0,0,0,1,0,0,0,0,-1
veteran,15,7,0.0001136811471185,13.10271936202791,NN,NN,0,veteran,0,0,0,0,0,0,1,0,0,1,1
veto,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,veto,1,0,0,0,0,1,0,0,0,0,-1
vicious,3,7,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,viciou,1,0,1,0,0,1,0,0,0,0,-1
victim,12,6,9.094491769484948e-05,13.424647456915272,NN,NN,0,victim,1,0,0,1,0,1,0,1,0,0,-1
victor,6,6,4.5472458847424745e-05,14.424647456915272,NNP,NN,0,victor,0,0,0,0,1,0,1,0,0,0,1
victory,10,7,7.578743141237457e-05,13.687681862749066,NN,NN,0,victori,0,1,0,0,1,0,1,0,0,1,1
violation,5,9,3.7893715706187286e-05,14.687681862749066,NN,NN,0,violat,1,0,0,1,0,1,0,1,1,0,-1
violence,12,8,9.094491769484948e-05,13.424647456915272,NN,NN,0,violenc,1,0,0,1,0,1,0,1,0,0,-1
violent,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,violent,1,0,1,1,0,1,0,0,1,0,-1
virgin,2,6,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,virgin,0,0,0,0,0,0,1,0,0,1,1
virtue,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,virtu,0,0,0,0,0,0,1,0,0,1,1
vision,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,vision,0,1,0,0,0,0,1,0,0,0,1
visitor,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,visitor,0,1,0,0,1,0,1,0,0,0,1
vivacious,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,vivaci,0,0,0,0,1,0,1,0,0,0,1
volunteer,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,volunt,0,1,0,1,1,0,1,0,0,1,1
vote,19,4,0.0001439961196835,12.761682444192845,NN,NN,0,vote,1,1,0,0,1,1,1,1,1,1,0
vulnerability,1,13,7.578743141237457e-06,17.009609957636428,NN,NN,0,vulner,0,0,0,1,0,1,0,1,0,0,-1
waffle,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,waffl,1,0,0,0,0,1,0,1,0,0,-1
wages,2,5,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,wage,0,0,0,0,1,0,1,0,0,0,1
wait,4,4,3.0314972564949827e-05,15.009609957636428,NN,NN,0,wait,0,1,0,0,0,1,0,0,0,0,-1
wan,2,3,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,wan,0,0,0,1,0,1,0,1,0,0,-1
wanting,1,7,7.578743141237457e-06,17.009609957636428,VBG,VB,0,want,0,0,0,0,0,1,0,1,0,0,-1
war,21,3,0.0001591536059659,12.617292534857668,NNP,NN,0,war,0,0,0,1,0,1,0,0,0,0,-1
ware,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,ware,0,0,0,1,0,1,0,0,0,0,-1
warned,11,6,8.336617455361203e-05,13.550178338999132,VBD,VB,0,warn,0,1,0,1,0,0,0,0,1,0,0
warrior,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,warrior,1,0,0,1,0,0,1,0,0,0,1
waste,3,5,2.2736229423712372e-05,15.424647456915272,VB,VB,0,wast,0,0,1,0,0,1,0,0,0,0,-1
wasting,1,7,7.578743141237457e-06,17.009609957636428,VBG,VB,0,wast,0,0,1,1,0,1,0,1,0,0,-1
watch,18,5,0.0001364173765422,12.839684956194116,NN,NN,0,watch,0,1,0,1,0,0,0,0,0,0,0
watchdog,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,watchdog,0,0,0,0,0,0,1,0,0,1,1
watchful,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,watch,0,0,0,0,0,0,1,0,0,1,1
watchman,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,watchman,0,0,0,0,0,0,1,0,0,1,1
waver,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,waver,0,0,0,1,0,1,0,0,0,0,-1
wealth,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,wealth,0,0,0,0,1,0,1,0,0,1,1
wear,15,4,0.0001136811471185,13.10271936202791,VB,VB,0,wear,0,0,0,0,0,1,0,0,0,1,-1
weigh,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,weigh,0,1,0,0,0,0,0,0,0,1,0
weight,10,6,7.578743141237457e-05,13.687681862749066,NN,NN,0,weight,0,1,1,1,1,1,1,1,1,1,0
whip,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,whip,1,0,0,0,0,1,0,0,0,0,-1
white,291,5,0.0022054142541001,8.824734614728145,JJ,JJ,0,white,0,1,0,0,1,0,1,0,0,1,1
wickedness,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,wicked,0,0,1,0,0,1,0,0,0,0,-1
wild,4,4,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,wild,0,0,0,0,0,1,0,0,1,0,-1
winner,15,6,0.0001136811471185,13.10271936202791,NN,NN,0,winner,0,1,0,0,1,0,1,0,1,0,1
winning,9,7,6.820868827113711e-05,13.839684956194116,VBG,NN,0,win,0,1,1,0,1,0,1,1,1,1,1
witch,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,witch,1,0,1,1,0,1,0,0,0,0,-1
withdraw,2,8,1.5157486282474914e-05,16.009609957636428,VB,VB,0,withdraw,0,0,0,0,0,1,0,1,0,0,-1
withstand,1,9,7.578743141237457e-06,17.009609957636428,VB,VB,0,withstand,0,1,0,1,0,0,1,0,0,0,1
witty,2,5,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,witti,0,0,0,0,1,0,1,0,0,0,1
wizard,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,wizard,0,1,0,0,0,0,1,0,1,0,1
wonderful,9,9,6.820868827113711e-05,13.839684956194116,JJ,JJ,0,wonder,0,0,0,0,1,0,1,0,1,1,1
wonderfully,1,11,7.578743141237457e-06,17.009609957636428,RB,RB,0,wonder,0,0,0,0,1,0,1,0,1,0,1
word,14,4,0.0001061024039773,13.202255035578824,NN,NN,0,word,0,0,0,0,0,0,1,0,0,1,1
words,26,5,0.0001970473216721,12.309170239495336,NNS,NN,0,word,1,0,0,0,0,1,0,0,0,0,-1
worn,5,4,3.7893715706187286e-05,14.687681862749066,VBN,VB,0,worn,0,0,0,0,0,1,0,1,0,0,-1
worried,2,7,1.5157486282474914e-05,16.009609957636428,VBD,VB,0,worri,0,0,0,0,0,1,0,1,0,0,-1
worry,3,5,2.2736229423712372e-05,15.424647456915272,NN,NN,0,worri,0,1,0,1,0,1,0,1,0,0,-1
worse,3,5,2.2736229423712372e-05,15.424647456915272,JJR,JJ,0,wors,0,0,0,1,0,1,0,1,0,0,-1
worsening,1,9,7.578743141237457e-06,17.009609957636428,VBG,VB,0,worsen,0,0,1,0,0,1,0,1,0,0,-1
worship,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,worship,0,1,0,1,1,0,1,0,0,1,1
worthless,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,worthless,1,0,1,0,0,1,0,1,0,0,-1
worthy,3,6,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,worthi,0,0,0,0,0,0,1,0,0,1,1
wound,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,wound,1,0,0,1,0,1,0,1,0,0,-1
wreck,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,wreck,1,0,1,1,0,1,0,1,1,0,-1
wrongdoing,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,wrongdo,1,0,1,0,0,1,0,1,0,0,-1
young,85,5,0.0006441931670051,10.600219021498727,JJ,JJ,0,young,0,1,0,0,1,0,1,0,1,0,1
youth,28,5,0.0002122048079546,12.202255035578824,NN,NN,0,youth,1,1,0,1,1,0,1,0,1,0,1
